ServiceID,ServiceNameAr,ServiceNameEn,EntityAr,EntityEn,EntityID,EntityDepartmentAr,EntityDepartmentEn,Beneficiary,MainService,DescriptionAr,DescriptionEn,SpecialConditionsAr,SpecialConditionsEn,RequiredDocumentsAr,RequiredDocumentsEn,FeesAr,FeesEn,PaymentMethod,AvgTimeTakenAr,AvgTimeTakenEn,WorkingTimeAr,WorkingTimeEn,Channels,InputChannelOthers,CustomerCarePhone,Website,ProcessStepsAr,ProcessStepsEn,NumSteps,AudienceVisitCount,ServiceURL
130010,إلغاء تراخيص تأجير معدات النقل البحري,Cancellation Of Licenses For Leasing Maritime Transport Equipment,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة لإلغاء تراخيص تأجير معدات النقل البحري الممنوحة من وزارة النقل والاتصالات وتقنية المعلومات.,"A service to cancel licenses for leasing maritime transport equipment issued by the Ministry of Transport, Communications and IT.",,,البطاقة المدنية أو جواز السفر ; رخصة تأجير معدات النقل البحري المراد إلغاؤها ; خطاب رسمي من الجهة المقدمة للطلب يوضح سبب الإلغاء ; سند ملكية أو وثيقة تثبت صفة مقدم الطلب القانونية,Civil ID or Passport ; The maritime transport equipment leasing license to be cancelled ; An official letter from the applicant stating the reason for cancellation ; Proof of ownership or legal authority document,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/638
130011,طلب إعتماد مواد الطرق,Request For Road Materials Approval,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح لشركات قطاع الأعمال طلب اعتماد مواد الطرق المستخدمة في مشاريع البنية التحتية.,A service that allows business sector companies to request approval for road materials used in infrastructure projects.,,,البطاقة المدنية أو جواز السفر ; سجل تجاري ساري المفعول ; شهادة من الجهة المصنعة للمواد ; مواصفات فنية مفصلة للمواد المطلوب اعتمادها,Civil ID or Passport ; Valid commercial registration ; Manufacturer's certificate ; Detailed technical specifications of the materials requesting approval,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/653
130012,طلب الموافقة والإعتماد على تصاميم الطرق من الإستشاري,Request For Approval And Endorsement Of Road Designs From The Consultant,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح للاستشاريين تقديم تصاميم طرق للحصول على الموافقة والاعتماد من وزارة النقل والاتصالات وتقنية المعلومات.,"A service that allows consultants to submit road designs for approval and endorsement by the Ministry of Transport, Communications and IT.",,,البطاقة المدنية للمُقدِّم أو جواز السفر ; خطاب تفويض من الجهة الاستشارية المُعتمدة ; نسخة مصدقة من تصميم الطريق ; شهادة تسجيل الجهة الاستشارية لدى الوزارة,Civil ID or passport of the applicant ; Authorization letter from the licensed consulting firm ; Certified copy of the road design ; Registration certificate of the consulting firm with the Ministry,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/673
130013,طلب مراجعة المداخل والمخارج الخاصة بالمخططات الإسكانية,Request For Review Of The Entrances And Exits Of The Housing Plans,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح لقطاع الأعمال طلب مراجعة المداخل والمخارج المُقترحة في المخططات الإسكانية من قِبل وزارة النقل والاتصالات وتقنية المعلومات.,"A service that allows businesses to request a review of proposed entrances and exits in housing plans by the Ministry of Transport, Communications and IT.",,,البطاقة المدنية أو جواز السفر ; خطاب رسمي من الجهة المقدمة للطلب يوضح الغرض من المراجعة ; نسخة من المخطط الإسكاني المُرفق مع توضيح مواقع المداخل والمخارج المقترحة ; شهادة تسجيل الشركة أو السجل التجاري,Civil ID or Passport ; Official letter from the requesting entity stating the purpose of the review ; Copy of the housing plan indicating the proposed entrances and exits ; Commercial registration certificate or company registration document,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/675
130014,طلب التأكد من عدم تأثر المخططات الإسكانية بمشاريع الطرق,Request To Ensure That Housing Plans Are Not Affected By Road Projects,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح لقطاع الأعمال التحقق من أن مخططات الإسكان المقدمة لم تتأثر بمشاريع الطرق الحكومية القائمة أو المزمع تنفيذها.,A service that allows businesses to verify that their submitted housing plans are not affected by existing or planned government road projects.,,,البطاقة المدنية للمُقدِّم ; سند ملكية الأرض أو عقد الإيجار ; رخصة المخطط الإسكاني المقترح ; رقم مشروع المخطط الإسكاني,Civil ID of the applicant ; Land title deed or lease agreement ; License for the proposed housing plan ; Housing plan project number,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/676
130015,مواقع الأنابيب الخدمية,Utility Pipeline Locations,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تُمكّن قطاع الأعمال من تحديد مواقع الأنابيب الخدمية (مثل المياه والغاز والكهرباء والاتصالات) ضمن منطقة معينة لتجنب الضرر أثناء أعمال الحفر أو الإنشاء.,"A service that enables businesses to identify the locations of utility pipelines (e.g., water, gas, electricity, telecommunications) in a specific area to prevent damage during excavation or construction works.",,,البطاقة المدنية أو جواز السفر ; سند ملكية أو عقد إيجار الموقع المطلوب ; رخصة مزاولة النشاط التجاري ; خريطة موقع أولية أو إحداثيات المنطقة المطلوبة,Civil ID or Passport ; Title deed or lease agreement for the site ; Commercial registration license ; Preliminary site map or coordinates of the requested area,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/677
130016,طلبات شبكة أطوال الطرق,Requests For Road Length Network,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح لقطاع الأعمال تقديم طلبات للحصول على بيانات شبكة أطوال الطرق من وزارة النقل والاتصالات وتقنية المعلومات.,"A service that allows businesses to submit requests for road length network data from the Ministry of Transport, Communications and IT.",,,البطاقة المدنية أو جواز السفر ; سجل تجاري ساري المفعول ; خطاب رسمي من الجهة المقدمة للطلب موضحًا الغرض من البيانات ; رقم الترخيص التجاري,Civil ID or Passport ; Valid commercial registration ; Official letter from the requesting entity stating the purpose of the data ; Commercial license number,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/679
130017,طلب إلغاء الإعتماد لمزودي خدمات تقنية المعلومات,Request To Cancel The Accreditation For It Service Providers,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح لمزودي خدمات تقنية المعلومات طلب إلغاء اعتمادهم لدى وزارة النقل والاتصالات وتقنية المعلومات.,"A service that allows IT service providers to request cancellation of their accreditation with the Ministry of Transport, Communications and IT.",,,البطاقة المدنية أو جواز السفر ; شهادة الاعتماد الحالية ; خطاب رسمي موجه للوزارة يطلب فيه إلغاء الاعتماد ; سجل تجاري ساري المفعول,Civil ID or Passport ; Current accreditation certificate ; Official letter addressed to the ministry requesting accreditation cancellation ; Valid commercial registration,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/735
130018,إصدار ترخيص نقل إسطوانات الغاز,Issuing A License For Transporting Gas Cylinders,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تُصدر ترخيصًا لنقل إسطوانات الغاز من قبل الشركات أو المنشآت العاملة في قطاع النقل.,A service that issues a license for transporting gas cylinders to companies or establishments operating in the transport sector.,,,البطاقة المدنية للمؤسسة أو الممثل القانوني ; رخصة مزاولة النشاط التجاري ; شهادة تسجيل المركبة المستخدمة للنقل ; وثائق فنية تثبت صلاحية المركبة لنقل الإسطوانات,Civil ID of the establishment or legal representative ; Commercial activity license ; Vehicle registration certificate ; Technical documents certifying the vehicle's suitability for transporting gas cylinders,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/771
130019,تجديد ترخيص نقل أسطوانات الغاز,Renewal Of The Gas Cylinder Transport License,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تجديد ترخيص نقل أسطوانات الغاز المُصدر من وزارة النقل والاتصالات وتقنية المعلومات.,"Service to renew the gas cylinder transport license issued by the Ministry of Transport, Communications and IT.",,,البطاقة المدنية ; صورة من الترخيص السابق المنتهي أو شبه المنتهي ; شهادة فحص المركبة ; سجل تجاري ساري المفعول,Civil ID ; Copy of the expiring or expired license ; Vehicle inspection certificate ; Valid commercial registration,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/773
130020,إصدار بدل تالف شهادة الإرشاد البحري,Issuance Of A Replacement For A Damaged Maritime Pilot Certificate,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة لإصدار شهادة إرشاد بحري جديدة بدلًا عن الشهادة التالفة.,Service to issue a new maritime pilot certificate to replace a damaged one.,,,البطاقة المدنية ; شهادة الإرشاد البحري التالفة ; خطاب توضيحي موضح فيه سبب التلف ; صورة شخصية حديثة,Civil ID ; Damaged maritime pilot certificate ; Explanatory letter stating the cause of damage ; Recent personal photograph,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/781
130021,طلبات إعتماد التحويلات المرورية المؤقتة,Requests For Approval Of Temporary Traffic Diversions,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح لقطاع الأعمال تقديم طلبات اعتماد التحويلات المرورية المؤقتة في الطرق العامة لأغراض تنفيذ مشاريع أو أعمال بنية تحتية.,A service enabling businesses to submit requests for approval of temporary traffic diversions on public roads for infrastructure projects or related works.,,,البطاقة المدنية للممثل القانوني ; جواز السفر (إذا كان الممثل أجنبيًا) ; رخصة مزاولة النشاط التجاري ; خطة التحويل المروري المؤقت مع الخرائط والتفاصيل الفنية ; خطاب رسمي من الجهة الطالبة موضحًا الغرض والجدول الزمني,Civil ID of the authorized representative ; Passport (if the representative is foreign) ; Commercial registration license ; Temporary traffic diversion plan including maps and technical details ; Official letter from the requesting entity stating purpose and timeline,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/785
130022,إلغاء ترخيص النقل البري بالشاحنات للمواد النفطية والغازية,Cancellation Of The Land Transport License For Oil And Gas Materials,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة لإلغاء ترخيص النقل البري الخاص بنقل المواد النفطية والغازية بالشاحنات.,Service to cancel the land transport license for transporting oil and gas materials by trucks.,,,البطاقة المدنية أو جواز السفر ; رخصة النقل البري الحالية ; خطاب طلب الإلغاء موقّع من الجهة المُقدمة للطلب ; شهادة إخلاء طرف من الجهات المعنية (إن وجدت),Civil ID or passport ; Current land transport license ; Signed cancellation request letter from the applicant entity ; No-objection certificate from relevant authorities (if applicable),,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/799
130023,طلب رفع سعة خط الخدمة الشبكة الحكومية,Request To Increase The Capacity Of The Government Network Service Line,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح لقطاع الأعمال طلب زيادة سعة خط خدمة الشبكة الحكومية المستخدمة من قبلها.,A service that allows businesses to request an increase in the capacity of the government network service line they use.,,,البطاقة المدنية للممثل القانوني ; جواز السفر للممثل القانوني (إذا كان غير عماني) ; شهادة تسجيل الشركة ; رقم عقد خدمة الشبكة الحكومية ; خطاب رسمي من الشركة يطلب فيه رفع السعة,Civil ID of the authorized representative ; Passport of the authorized representative (if non-Omani) ; Company commercial registration certificate ; Government network service contract number ; Official letter from the company requesting capacity increase,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/813
130024,إصدار شهادات إلكترونية للهاتف المحمول,Issuing Electronic Certificates For Mobile Phones,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح لشركات الاتصالات إصدار الشهادات الإلكترونية المطلوبة لتوفير خدمات الهاتف المحمول.,A service enabling telecommunications companies to issue electronic certificates required for providing mobile phone services.,,,البطاقة المدنية أو جواز السفر ; سجل تجاري ساري المفعول ; رخصة تشغيل صادرة عن وزارة النقل والاتصالات وتقنية المعلومات ; رقم الهوية الضريبية,"Civil ID or Passport ; Valid commercial registration ; Operating license issued by the Ministry of Transport, Communications and IT ; Tax Identification Number",,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/816
130025,بوابة الهوية الإلكترونية للخدمات الحكومية والخاصة,Electronic Identity Gateway For Government And Private Services,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,بوابة رقمية تتيح للمؤسسات والأعمال التحقق من هوية المستخدمين والوصول إلى الخدمات الحكومية والخاصة باستخدام هوية إلكترونية موثوقة.,A digital gateway enabling businesses and government entities to verify user identities and access government and private services through a trusted electronic identity.,,,البطاقة المدنية ; جواز السفر ; شهادة تسجيل الشركة أو السجل التجاري ; رقم الهوية الضريبية (إن وجد),Civil ID ; Passport ; Commercial Registration Certificate ; Tax Identification Number (if applicable),,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/817
130026,إلغاء شهادات التصديق الإلكتروني للأجهزة والخوادم الأمنية,Cancellation Of Electronic Certification For Devices And Security Servers,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة لإلغاء شهادات التصديق الإلكتروني المُصدرة للأجهزة والخوادم الأمنية.,A service to cancel electronic certification certificates issued for devices and security servers.,,,البطاقة المدنية ; خطاب رسمي من الجهة المالكة للجهاز أو الخادم يطلب إلغاء الشهادة ; رقم شهادة التصديق الإلكتروني المراد إلغاؤها ; وثيقة تثبت ملكية الجهاز أو الخادم,Civil ID ; Official letter from the owner of the device or server requesting cancellation of the certificate ; Electronic certification certificate number to be cancelled ; Document proving ownership of the device or server,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/818
130027,إلغاء شهادات إلكترونية في شريحة الهاتف المحمول,Cancelling Electronic Certificates On The Mobile Sim Card,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة لإلغاء الشهادات الإلكترونية المخزنة على شريحة الهاتف المحمول.,A service to cancel electronic certificates stored on the mobile SIM card.,,,البطاقة المدنية ; جواز السفر ; رقم الشريحة المحمولة ; إثبات ملكية الشريحة,Civil ID ; Passport ; Mobile SIM number ; Proof of SIM ownership,,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/821
130028,إصدار إقرار الإعتراف للبحارة العاملين على متن السفن المبحرة,Issuance Of The Acknowledgement Declaration For Sailors Working On Board Sailing Ships,وزارة النقل والاتصالات وتقنية المعلومات,"Ministry of Transport, Communications and IT",127,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تُصدر إقرار اعتراف للبحارة العاملين على متن السفن المبحرة، كجزء من الإجراءات الرسمية المتعلقة بالتوظيف البحري.,"Service that issues an acknowledgement declaration for sailors working on board sailing ships, as part of official maritime employment procedures.",,,البطاقة المدنية ; جواز السفر ; شهادة التعيين أو عقد العمل البحري ; شهادة اللياقة الطبية للعمل البحري ; رخصة البحري (إذا كانت سارية),Civil ID ; Passport ; Employment certificate or maritime employment contract ; Medical fitness certificate for maritime work ; Seafarer’s license (if valid),,,الكتروني,,,,,الموقع الإلكتروني,,+968 24410000,mtcit.gov.om,,,,,https://mtcit.gov.om/ar/5/13/92/839
