ServiceID,ServiceNameAr,ServiceNameEn,EntityAr,EntityEn,EntityID,EntityDepartmentAr,EntityDepartmentEn,Beneficiary,MainService,DescriptionAr,DescriptionEn,SpecialConditionsAr,SpecialConditionsEn,RequiredDocumentsAr,RequiredDocumentsEn,FeesAr,FeesEn,PaymentMethod,AvgTimeTakenAr,AvgTimeTakenEn,WorkingTimeAr,WorkingTimeEn,Channels,InputChannelOthers,CustomerCarePhone,Website,ProcessStepsAr,ProcessStepsEn,NumSteps,AudienceVisitCount,ServiceURL
160010,صلاحية تجديد عقود الإيجار إلكترونيا (لأصحاب العقارات),صلاحية تجديد عقود الإيجار إلكترونيا (لأصحاب العقارات),بلدية مسقط,Muscat Municipality,119,عقود الايجار,Rent Contract,من الحكومة الى الأفراد(G2C),طلب جديد > عقود الايجار,خدمة تتيح لأصحاب العقارات تجديد عقود الإيجار إلكترونيًا عبر منصة بلدية مسقط.,A service that allows property owners to renew rental contracts electronically through the Muscat Municipality platform.,,,البطاقة المدنية ; جواز السفر (لغير العمانيين) ; صك ملكية العقار أو وثيقة إثبات الملكية ; عقد الإيجار السابق ; رقم العقار المسجل في بلدية مسقط,Civil ID ; Passport (for non-Omanis) ; Property title deed or ownership proof document ; Previous rental contract ; Municipality-registered property number,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/NzM=
160011,صلاحية تجديد عقود الإيجار إلكترونيا (لمكاتب إدارة العقارات),صلاحية تجديد عقود الإيجار إلكترونيا (لمكاتب إدارة العقارات),بلدية مسقط,Muscat Municipality,119,عقود الايجار,Rent Contract,من الحكومة الى الأفراد(G2C),طلب جديد > عقود الايجار,خدمة تتيح لمكاتب إدارة العقارات تجديد عقود الإيجار إلكترونيًا عبر منصة بلدية مسقط.,A service that allows real estate management offices to renew rental contracts electronically through the Muscat Municipality platform.,,,البطاقة المدنية للممثل القانوني ; سجل تجاري لمكتب إدارة العقارات ; عقد الإيجار الأصلي ; صلاحية التفويض الرسمي لمكتب الإدارة (إن وجد) ; رقم العقار المسجل في بلدية مسقط,Civil ID of the authorized representative ; Commercial registration of the real estate management office ; Original rental contract ; Official authorization letter for the management office (if applicable) ; Property registration number with Muscat Municipality,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/NzQ=
160012,إصدار ترخيص مزاولة نشاط,إصدار ترخيص مزاولة نشاط,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص البلدية,خدمة إصدار ترخيص لمزاولة نشاط تجاري أو صناعي أو خدمي ضمن نطاق بلدية مسقط.,"A service to issue a license for operating a commercial, industrial, or service activity within the Muscat Municipality jurisdiction.",,,البطاقة المدنية ; جواز السفر (لغير العمانيين) ; سجل تجاري مؤقت أو طلب تسجيل نشاط ; خطة موقع النشاط ; شهادة عدم ممانعة من الجهة المالكة للموقع,Civil ID ; Passport (for non-Omanis) ; Provisional commercial registration or activity registration application ; Site location plan ; No-objection certificate from the site owner,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/Mjg=
160013,تجديد ترخيص مزاولة نشاط,تجديد ترخيص مزاولة نشاط,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص البلدية,خدمة تتيح للمواطنين والمقيمين تجديد ترخيص مزاولة نشاط تجاري أو خدمي في نطاق بلدية مسقط.,A service that allows citizens and residents to renew a municipal license for operating a commercial or service activity within Muscat Municipality.,,,البطاقة المدنية ; جواز السفر (للمقيمين) ; الترخيص السابق المنتهي أو شبه المنتهي ; سند ملكية أو عقد إيجار المنشأة ; شهادة تسجيل النشاط من وزارة التجارة والصناعة والثروة السمكية,"Civil ID ; Passport (for residents) ; Previous expiring or expired license ; Property ownership deed or lease agreement for the premises ; Activity registration certificate from the Ministry of Commerce, Industry and Fisheries",,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/Mjk=
160014,إلغاء ترخيص بلدي,إلغاء ترخيص بلدي,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص البلدية,خدمة لإلغاء ترخيص بلدي ساري المفعول صادر عن بلدية مسقط.,Service to cancel an active municipal license issued by Muscat Municipality.,,,البطاقة المدنية ; رقم الترخيص البلدي المراد إلغاؤه ; خطاب طلب الإلغاء موقّع من مالك الترخيص أو الممثل القانوني,Civil ID ; Municipal license number to be cancelled ; Signed cancellation request letter from the license holder or authorized legal representative,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/MzE=
160015,تعديل ترخيص - الغاء نشاط,تعديل ترخيص - الغاء نشاط,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص البلدية,خدمة لتعديل ترخيص بلدي بإلغاء نشاط تجاري أو خدمي مسجل سابقًا.,A service to amend a municipal license by canceling a previously registered commercial or service activity.,,,البطاقة المدنية ; صورة من الترخيص البلدي الحالي ; خطاب طلب إلغاء النشاط موقّع من المالك ; وثيقة إثبات إغلاق النشاط (مثل إشعار من الجهة المختصة أو إقرار مالكي),"Civil ID ; Copy of the current municipal license ; Signed request letter for activity cancellation ; Proof of activity closure (e.g., official notice or owner’s declaration)",,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/MzQ=
160016,تعديل ترخيص - اضافة نشاط,تعديل ترخيص - اضافة نشاط,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص البلدية,خدمة لتعديل ترخيص بلدي موجود بإضافة نشاط تجاري أو خدمي جديد إلى الترخيص.,A service to amend an existing municipal license by adding a new commercial or service activity.,,,البطاقة المدنية ; صورة من الترخيص البلدي الحالي ; وثيقة إثبات النشاط المطلوب إضافته (مثل شهادة تسجيل نشاط أو موافقة جهة مختصة) ; صورة من عقد الإيجار أو ملكية المنشأة,"Civil ID ; Copy of the current municipal license ; Document proving the activity to be added (e.g., activity registration certificate or competent authority approval) ; Copy of lease agreement or establishment ownership document",,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/MzU=
160017,تجديد الترخيص البلدي للسيارات التجارية,تجديد الترخيص البلدي للسيارات التجارية,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة إلى قطاع الأعمال(G2B),طلب جديد > التراخيص البلدية,خدمة تجديد الترخيص البلدي المطلوب لتشغيل السيارات التجارية في نطاق بلدية مسقط.,Service to renew the municipal license required to operate commercial vehicles within Muscat Municipality's jurisdiction.,,,البطاقة المدنية ; جواز السفر (لغير العمانيين) ; رخصة القيادة ; شهادة فحص المركبة ; صورة من رخصة المركبة الحالية,Civil ID ; Passport (for non-Omanis) ; Driving license ; Vehicle inspection certificate ; Copy of current vehicle license,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/MzY=
160018,إصدار ترخيص بلدي لمركبة جديدة( السيارات التجارية الجديدة ),إصدار ترخيص بلدي لمركبة جديدة( السيارات التجارية الجديدة ),بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة إلى قطاع الأعمال(G2B),طلب جديد > التراخيص البلدية,خدمة إصدار ترخيص بلدي لمركبة تجارية جديدة في نطاق بلدية مسقط.,Service to issue a municipal license for a new commercial vehicle in the Muscat Municipality jurisdiction.,,,البطاقة المدنية ; جواز السفر (لغير العمانيين) ; صك ملكية المركبة أو فاتورة الشراء ; شهادة فحص فني سارية المفعول للمركبة ; رخصة القيادة التجارية,Civil ID ; Passport (for non-Omanis) ; Vehicle ownership deed or purchase invoice ; Valid technical inspection certificate for the vehicle ; Commercial driving license,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/Mzc=
160019,إصدار ترخيص للمطبوعات والمنشورات الورقية,إصدار ترخيص للمطبوعات والمنشورات الورقية,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص البلدية,خدمة إصدار ترخيص لمزاولة نشاط طباعة المطبوعات والمنشورات الورقية في نطاق بلدية مسقط.,Service for issuing a license to operate printing of paper-based publications and printed materials within Muscat Municipality.,,,البطاقة المدنية ; صورة من السجل التجاري (إن وجد) ; وثيقة توضح نوع المطبوعات المطلوب طباعتها ; خطة موقع المنشأة أو رسم هندسي بسيط للمطبعة,Civil ID ; Copy of commercial registration (if applicable) ; Document specifying the type of printed materials to be produced ; Site layout or simple engineering drawing of the printing facility,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/Mzk=
160020,إصدار ترخيص لوضع طاولات خارج المحل,إصدار ترخيص لوضع طاولات خارج المحل,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة إلى قطاع الأعمال(G2B),طلب جديد > التراخيص البلدية,خدمة تتيح للمؤسسات التجارية الحصول على ترخيص رسمي لوضع طاولات خارج المحل في الأماكن العامة الخاضعة لإشراف بلدية مسقط.,A service that enables commercial establishments to obtain an official license to place outdoor tables in public areas under the jurisdiction of Muscat Municipality.,,,البطاقة المدنية للمؤسسة أو المالك ; سند ملكية المحل أو عقد الإيجار ; رخصة المنشأة التجارية السارية ; صورة من بطاقة العميل (للمؤسسة المسجلة),Civil ID of the establishment or owner ; Title deed or lease contract of the premises ; Valid commercial registration license ; Customer ID card copy (for registered establishment),,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/NDE=
160021,إصدار ترخيص لافتة إضافية أو لافتة مؤقتة للتخفيضات,إصدار ترخيص لافتة إضافية أو لافتة مؤقتة للتخفيضات,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص البلدية,خدمة لإصدار ترخيص لتركيب لافتة إضافية أو لافتة مؤقتة تُستخدم للإعلان عن التخفيضات في المنشآت التجارية.,A service to issue a license for installing an additional or temporary sign used to advertise discounts at commercial establishments.,,,البطاقة المدنية ; صورة من رخصة المنشأة التجارية ; تصميم اللافتة المطلوب تركيبها ; موافقة المالك على تركيب اللافتة (إن وجد),Civil ID ; Copy of the commercial establishment license ; Design of the sign to be installed ; Owner’s consent for sign installation (if applicable),,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/NDQ=
160022,الموافقة على تسمية مبنى,الموافقة على تسمية مبنى,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص البلدية,خدمة تتيح للمواطنين أو المقيمين طلب الموافقة الرسمية على اسم مبنى جديد أو موجود في نطاق بلدية مسقط.,A service that allows citizens or residents to request official approval for the name of a new or existing building within Muscat Municipality's jurisdiction.,,,البطاقة المدنية ; صك ملكية العقار أو عقد الإيجار ; خريطة موقع المبنى ; نموذج طلب تسمية المبنى الموقع من المالك,Civil ID ; Property title deed or lease agreement ; Building location map ; Signed building naming application form by the owner,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/MTA2
160023,إصدار ترخيص لافتة اسم تجاري على سطح المبنى,إصدار ترخيص لافتة اسم تجاري على سطح المبنى,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة إلى قطاع الأعمال(G2B),طلب جديد > التراخيص البلدية,خدمة تتيح للمنشآت التجارية الحصول على ترخيص رسمي لتركيب لافتة تحمل اسمها التجاري على سطح المبنى.,A service that allows commercial establishments to obtain an official license to install a sign bearing their business name on the building rooftop.,,,البطاقة المدنية للمؤسس أو الممثل القانوني ; صك ملكية العقار أو عقد الإيجار الساري ; رخصة المنشأة التجارية الصادرة من وزارة التجارة والصناعة ; رسوم الترخيص المدفوعة ؛ تصميم اللافتة مع مواصفاتها الفنية,Civil ID of the owner or legal representative ; Property title deed or valid lease contract ; Commercial registration license issued by the Ministry of Commerce and Industry ; Paid licensing fee ; Technical design and specifications of the sign,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/MTE1
160024,إصدار ترخيص لإضافة لافتة جانبية,إصدار ترخيص لإضافة لافتة جانبية,بلدية مسقط,Muscat Municipality,119,التراخيص البلدية,Municipal licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص البلدية,خدمة لإصدار ترخيص رسمي لإضافة لافتة جانبية على مبنى أو منشأة ضمن نطاق بلدية مسقط.,A service to issue an official license for adding a side sign to a building or facility within the Muscat Municipality jurisdiction.,,,البطاقة المدنية ; صورة من سند الملكية أو عقد الإيجار ; رسم هندسي للائحة المقترحة ; موافقة المالك (في حالة الإيجار),Civil ID ; Copy of title deed or lease agreement ; Engineering drawing of the proposed sign ; Owner’s consent (if leased),,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/MTE2
160025,تصريح الشروع في البناء,تصريح الشروع في البناء,بلدية مسقط,Muscat Municipality,119,التراخيص الفنية,Technical Licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص الفنية,تصريح يُصدره بلدية مسقط للسماح بالبدء في تنفيذ مشروع بناء بعد استيفاء الشروط الفنية والتصميمية المطلوبة.,A permit issued by Muscat Municipality authorizing the commencement of a construction project upon fulfillment of required technical and design conditions.,,,البطاقة المدنية ; صورة من رخصة البناء السابقة (إن وجدت) ; رسومات المشروع المعتمدة من الجهة المختصة ; شهادة اعتماد المكتب الهندسي أو المقاول,Civil ID ; Copy of previous building permit (if applicable) ; Approved project drawings from competent authority ; Accreditation certificate of engineering office or contractor,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/Nzg=
160026,طلب الحصول على شهادة إكمال مبنى,طلب الحصول على شهادة إكمال مبنى,بلدية مسقط,Muscat Municipality,119,التراخيص الفنية,Technical Licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص الفنية,خدمة تتيح للمواطنين أو المقاولين طلب إصدار شهادة تثبت إكمال بناء مبنى وفق الاشتراطات الفنية والبلدية.,A service that allows citizens or contractors to request a certificate confirming the completion of a building in accordance with technical and municipal requirements.,,,البطاقة المدنية ; صك ملكية العقار أو عقد الإيجار الرسمي ; رخصة البناء الأصلية ; كشف فني معتمد من مهندس مسجل يوضح إنجاز المبنى ; تصاريح السلامة الصادرة من الجهات المختصة,Civil ID ; Property title deed or official lease contract ; Original building permit ; Certified technical completion report from a registered engineer ; Safety clearance certificates issued by competent authorities,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/Nzk=
160027,شهادة إكمال المبنى ( لمبنى قديم ),شهادة إكمال المبنى ( لمبنى قديم ),بلدية مسقط,Muscat Municipality,119,التراخيص الفنية,Technical Licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص الفنية,شهادة تُصدرها بلدية مسقط تؤكد اكتمال إنشاء مبنى قديم وفقاً للمواصفات والاشتراطات الفنية المعمول بها.,A certificate issued by Muscat Municipality confirming the completion of an old building in accordance with applicable technical specifications and requirements.,,,البطاقة المدنية للمالك ; صك ملكية العقار أو عقد الإيجار الرسمي ; رخصة البناء الأصلية أو وثيقة الترخيص السابقة ; رسوم التصديق (إن وجدت) ; صور هندسية حديثة للمبنى,Civil ID of the owner ; Title deed or official lease contract ; Original building permit or previous licensing document ; Certification fees (if applicable) ; Updated architectural drawings of the building,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/ODE=
160028,إباحة صغرى تسوير (تجديد),إباحة صغرى تسوير (تجديد),بلدية مسقط,Muscat Municipality,119,التراخيص الفنية,Technical Licensing,من الحكومة الى الأفراد(G2C),طلب جديد > التراخيص الفنية,خدمة تجديد إباحة صغرى لتسوير الممتلكات في نطاق بلدية مسقط.,Service to renew a minor enclosure permit for property fencing within Muscat Municipality.,,,البطاقة المدنية ; صك الملكية أو عقد الإيجار ; رخصة البناء السابقة (إن وجدت) ; خريطة الموقع المعتمدة,Civil ID ; Title deed or lease agreement ; Previous building permit (if available) ; Approved site map,,,الكتروني,,,,,بوابة الخدمات الإلكترونية لبلدية مسقط,,+968 24683330,eservices.mm.gov.om,,,,,https://eservices.mm.gov.om/Home/Form/ODI=
