ServiceID,ServiceNameAr,ServiceNameEn,EntityAr,EntityEn,EntityID,EntityDepartmentAr,EntityDepartmentEn,Beneficiary,MainService,DescriptionAr,DescriptionEn,SpecialConditionsAr,SpecialConditionsEn,RequiredDocumentsAr,RequiredDocumentsEn,FeesAr,FeesEn,PaymentMethod,AvgTimeTakenAr,AvgTimeTakenEn,WorkingTimeAr,WorkingTimeEn,Channels,InputChannelOthers,CustomerCarePhone,Website,ProcessStepsAr,ProcessStepsEn,NumSteps,AudienceVisitCount,ServiceURL
110111,اصدار تأشيرة للبحارة / الفرق الفنية,Crew and Technical Staff Visa Issuance,وزارة الصحة,Ministry of Health,122,,,من الحكومة الى الأفراد(G2C),,خدمة إصدار تأشيرات الدخول للبحارة وأفراد الفرق الفنية العاملين على السفن.,Service for issuing entry visas for seafarers and technical staff working on vessels.,,,جواز السفر ; شهادة التوظيف أو عقد العمل مع الشركة البحرية ; خطاب ترشيح من الجهة الراعية في عُمان ; شهادة فحص طبي معتمدة من جهة مختصة,Passport ; Employment certificate or employment contract with the maritime company ; Sponsorship nomination letter from the Omani sponsoring entity ; Accredited medical fitness certificate,تقديم: 4 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
110112,تقديم طلب الحصول على الجنسية العمانية,Apply for Omani Citizenship,وزارة الصحة,Ministry of Health,122,,,من الحكومة الى الأفراد(G2C),,خدمة تتيح للأفراد التقدم بطلب للحصول على الجنسية العمانية وفقًا للشروط والإجراءات المحددة في القانون.,A service that allows individuals to apply for Omani citizenship in accordance with the conditions and procedures stipulated in the law.,,,البطاقة المدنية ; جواز السفر ; شهادة الميلاد ; شهادة حسن السيرة والسلوك ; إثبات الإقامة في عُمان لمدة لا تقل عن عشر سنوات,Civil ID ; Passport ; Birth certificate ; Certificate of good conduct ; Proof of residence in Oman for at least ten years,تقديم: 4 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
110113,تقديم طلب استرداد الجنسية العمانية,Apply for Restoration of Omani Nationality,وزارة الصحة,Ministry of Health,122,,,من الحكومة الى الأفراد(G2C),,خدمة تتيح للمواطنين الذين فقدوا جنسيتهم العمانية التقدم بطلب استردادها وفقًا للأنظمة المعمول بها.,A service that allows citizens who have lost their Omani nationality to apply for its restoration in accordance with applicable regulations.,,,البطاقة المدنية ; جواز السفر ; شهادة الميلاد الأصلية ; وثيقة إثبات فقدان الجنسية أو قرار سحبها ; شهادة حسن السيرة والسلوك,Civil ID ; Passport ; Original birth certificate ; Document proving loss of nationality or decree of withdrawal ; Good conduct certificate,تقديم: 4 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
140100,بطاقة شخصية للعمانيين,Omani Personal Identity Card,شرطة عمان السلطانية,Royal Oman Police,91,,,من الحكومة الى الأفراد(G2C),,خدمة إصدار أو تجديد البطاقة الشخصية للعمانيين، وهي وثيقة رسمية تُثبت الهوية الوطنية.,"Service for issuing or renewing the personal identity card for Omani citizens, an official document that verifies national identity.",,,البطاقة المدنية الحالية (إن وجدت) ; شهادة الميلاد الأصلية أو صورة معتمدة منها ; صورة شخصية حديثة بخلفية بيضاء ; رسالة من الجهة الحكومية المختصة (في حال التحديث بعد فقدان أو تلف),Current Civil ID (if available) ; Original birth certificate or certified copy ; Recent passport-sized photo with white background ; Letter from the competent government authority (in case of replacement due to loss or damage),تقديم: 2 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
140101,بطاقة المقيم,Resident Card,شرطة عمان السلطانية,Royal Oman Police,91,,,من الحكومة الى الأفراد(G2C),,خدمة إصدار أو تجديد بطاقة المقيم للوافدين المقيمين في سلطنة عُمان.,A service to issue or renew the Resident Card for expatriates residing in the Sultanate of Oman.,,,البطاقة المدنية ; جواز السفر ; تصريح الإقامة الساري ; صورة شخصية حديثة ; إثبات عنوان السكن في عُمان,Civil ID ; Passport ; Valid residence permit ; Recent passport-sized photograph ; Proof of residential address in Oman,تقديم: 2 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100400,عقد عمال المنازل,Domestic Worker Contract,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة إبرام عقد عمل مع عامل منزلي في سلطنة عُمان وفقاً للوائح وزارة العمل.,"Service for concluding an employment contract with a domestic worker in the Sultanate of Oman, in accordance with the Ministry of Labour regulations.",,,البطاقة المدنية لصاحب العمل ; جواز سفر العامل المنزلي ; عقد العمل النموذجي المعتمد من وزارة العمل ; شهادة صحية للعامل المنزلي,Civil ID of the employer ; Passport of the domestic worker ; Standard employment contract approved by the Ministry of Labour ; Medical fitness certificate of the domestic worker,تقديم: 3 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100401,الإلتزام المالي لشراء تذكرة ترحيل عامل,Financial Commitment for Worker Repatriation Ticket,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة تتيح لأصحاب العمل تقديم التزام مالي لتغطية تكلفة تذكرة ترحيل العامل الوافد بعد انتهاء عقده أو إنهائه.,A service enabling employers to submit a financial commitment to cover the cost of a repatriation ticket for an expatriate worker upon contract termination or completion.,,,البطاقة المدنية لصاحب العمل ; جواز سفر العامل المراد ترحيله ; عقد العمل الأصلي أو نسخة معتمدة منه ; إشعار إنهاء العقد أو وثيقة انتهاء الخدمة,Civil ID of the employer ; Passport of the worker to be repatriated ; Original employment contract or certified copy ; Contract termination notice or service completion certificate,دفع: 2 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100402,غرامات في قضايا المخالفات العمالية,Fines for Labour Violations Cases,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة تتيح للمنشآت أو الأفراد دفع الغرامات المفروضة نتيجة مخالفات عمالية وفق أحكام قانون العمل العماني.,A service that allows establishments or individuals to pay fines imposed for labour violations under the Omani Labour Law.,,,البطاقة المدنية ; جواز السفر (لغير العمانيين) ; رقم المنشأة أو السجل التجاري ; إشعار المخالفة العمالية,Civil ID ; Passport (for non-Omanis) ; Establishment number or commercial registration ; Labour violation notice,دفع: 2 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100403,خطة التعمين,Omanisation Plan,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة تتعلق بإعداد وتقديم خطة التعمين المطلوبة من أصحاب العمل في القطاع الخاص لتوظيف العمانيين وفقاً للنسب المحددة قانونياً.,A service for preparing and submitting the Omanisation plan required from private sector employers to recruit Omani nationals in accordance with legally mandated quotas.,,,البطاقة المدنية ; سجل تجاري ساري المفعول ; قائمة الموظفين العاملين (مع الإشارة إلى الجنسية) ; خطة التعمين الحالية أو السابقة (إن وجدت),Civil ID ; Valid commercial registration ; List of current employees (indicating nationality) ; Current or previous Omanisation plan (if applicable),تقديم: 5 ر.ع · إلغاء: 1 ر.ع · إعادة ارسال: 2 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100404,عقد العمل الفردي للقوى العاملة الوطنية,Individual Employment Contract for Omani Nationals,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة إبرام عقد عمل فردي بين صاحب العمل والمواطن العماني.,Service for concluding an individual employment contract between the employer and the Omani national.,,,البطاقة المدنية ; جواز السفر (إن وجد) ; خطاب التعيين من صاحب العمل ; سجل القوى العاملة للعامل الوطني,Civil ID ; Passport (if applicable) ; Employer’s appointment letter ; National workforce registry record,تقديم: 3 ر.ع · إلغاء: 1 ر.ع · قبول: 1 ر.ع · رفض: 1 ر.ع · دفع: 2 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100405,تمديد عقد العمل الفردي للقوى العاملة الوطنية,Extend Individual Employment Contract for Omani Nationals,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة لتمديد عقد العمل الفردي الخاص بالمواطنين العمانيين العاملين في القطاع الخاص.,Service to extend the individual employment contract of Omani nationals working in the private sector.,,,البطاقة المدنية ; جواز السفر (إن وجد) ; عقد العمل الأصلي ; إقرار من صاحب العمل بموافقة التمديد,Civil ID ; Passport (if applicable) ; Original employment contract ; Employer’s written consent for extension,تقديم: 3 ر.ع · إلغاء: 1 ر.ع · قبول: 1 ر.ع · رفض: 1 ر.ع · دفع: 2 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100406,إنهاء الخدمات للقوى العاملة الوطنية,Termination of Employment for Omani Nationals,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة تتيح لصاحب العمل إنهاء علاقة العمل مع العمانيين العاملين لديه وفقاً للأنظمة واللوائح المعمول بها.,A service that allows employers to terminate employment relationships with Omani nationals in accordance with applicable regulations.,,,البطاقة المدنية للموظف العماني ; البطاقة المدنية لصاحب العمل أو وكيله القانوني ; عقد العمل الأصلي ; إشعار إنهاء الخدمة الموقع من الطرفين,Civil ID of the Omani employee ; Civil ID of the employer or their legal representative ; Original employment contract ; Signed termination notice by both parties,تقديم: 3 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100407,عقود التدريب الممولة بواسطة أصحاب العمل,Employer-Funded Training Contracts,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة لتسجيل واعتماد عقود التدريب التي يموّلها أصحاب العمل وفقاً لضوابط وزارة العمل.,"A service for registering and approving training contracts funded by employers, in accordance with the Ministry of Labour’s regulations.",,,البطاقة المدنية ; جواز السفر (للغير عمانيين) ; عقد التدريب الموقع من الطرفين ; شهادة تسجيل صاحب العمل في وزارة العمل ; خطاب تعيين أو ترشيح المتدرب,Civil ID ; Passport (for non-Omanis) ; Training contract signed by both parties ; Employer’s registration certificate with the Ministry of Labour ; Trainee appointment or nomination letter,تقديم: 3 ر.ع · إلغاء: 1 ر.ع · قبول: 1 ر.ع · رفض: 1 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100408,إنهاء خدمات العاملين لبعض الوقت للقوى العاملة الوطنية,Temporary Termination of Employment for National Workers,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة تتيح لصاحب العمل إنهاء خدمة العامل الوطني مؤقتًا وفقًا لأحكام قانون العمل العماني.,A service that allows employers to temporarily terminate the employment of national workers in accordance with Omani Labour Law.,,,البطاقة المدنية للموظف ; البطاقة المدنية لصاحب العمل أو الممثل القانوني ; عقد العمل الأصلي ; إشعار إنهاء الخدمة المؤقت موقّع من الطرفين,Civil ID of the employee ; Civil ID of the employer or legal representative ; Original employment contract ; Signed temporary termination notice by both parties,تقديم: 3 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100409,استقالة جزئية للقوى العاملة الوطنية,Partial Resignation for National Workers,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة تسمح للمواطنين العمانيين العاملين في القطاع الخاص بتقديم استقالة جزئية من وظيفتهم الحالية.,A service that allows Omani national workers employed in the private sector to submit a partial resignation from their current job.,,,البطاقة المدنية ; عقد العمل الأصلي ; خطاب الاستقالة الجزئية الموقع من الموظف ; إقرار من صاحب العمل بالموافقة على الاستقالة الجزئية,Civil ID ; Original employment contract ; Signed partial resignation letter ; Employer’s approval letter for partial resignation,تقديم: 3 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100410,إستمارة حصر العاملين لبعض الوقت للقوى العاملة الوطنية,Temporary Workers Registration Form for National Workforce,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,نموذج لتسجيل العاملين المؤقتين من القوى العاملة الوطنية لدى وزارة العمل.,A form to register temporary workers from the national workforce with the Ministry of Labour.,,,البطاقة المدنية ; صورة شخصية حديثة ; عقد العمل المؤقت أو خطاب التعيين المؤقت ; رقم الحساب البنكي (للمستحقات),Civil ID ; Recent personal photograph ; Temporary employment contract or temporary appointment letter ; Bank account number (for entitlements),تقديم: 2 ر.ع · قبول: 1 ر.ع · رفض: 1 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100411,الموافقة المبدئية لتصريح العمل - الأفراد,Preliminary Approval for Work Permit – Individuals,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة تتيح للمواطنين أو المقيمين الحصول على موافقة مبدئية من وزارة العمل لاستخراج تصريح عمل.,A service that allows citizens or residents to obtain preliminary approval from the Ministry of Labour for issuing a work permit.,,,البطاقة المدنية ; جواز السفر ; عقد العمل أو خطاب التوظيف ؛ شهادة المؤهل العلمي,Civil ID ; Passport ; Employment contract or job offer letter ; Academic qualification certificate,تقديم: 3 ر.ع · إلغاء: 1 ر.ع · دفع: 2 ر.ع · إعادة ارسال: 2 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100412,الموافقة المبدئية لتصريح العمل - تجاري,Preliminary Approval for Commercial Work Permit,وزارة العمل,Ministry of Labour,124,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح لصاحب العمل الحصول على موافقة مبدئية من وزارة العمل لاستقدام عامل أجنبي في نشاط تجاري.,A service that allows employers to obtain preliminary approval from the Ministry of Labour to recruit a foreign worker for a commercial activity.,,,البطاقة المدنية لصاحب العمل ; جواز سفر صاحب العمل (إذا كان غير عماني) ; السجل التجاري للمنشأة ; تصريح الإقامة للعامل المستهدف (إن وُجد) ; خطاب طلب الموافقة المبدئية,Civil ID of the employer ; Passport of the employer (if non-Omani) ; Commercial Registration of the establishment ; Residence permit of the targeted worker (if available) ; Request letter for preliminary approval,تقديم: 5 ر.ع · إلغاء: 1 ر.ع · دفع: 2 ر.ع · قبول: 2 ر.ع · إعادة ارسال: 3 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100413,تحديث الموافقة المبدئية لتصريح العمل,Update Preliminary Work Permit Approval,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة لتحديث الموافقة المبدئية الممنوحة لتصريح العمل.,Service to update the preliminary approval granted for a work permit.,,,البطاقة المدنية ; جواز السفر ; نسخة من الموافقة المبدئية الحالية ; خطاب من صاحب العمل يفيد بطلب التحديث,Civil ID ; Passport ; Copy of current preliminary approval ; Letter from employer requesting the update,تقديم: 3 ر.ع · إلغاء: 1 ر.ع · دفع: 2 ر.ع · إعادة ارسال: 2 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100414,الموافقة المبدئية لتصريح العمل لبدل المغادر - الافراد,Preliminary Approval for Work Permit Replacement upon Departure – Individuals,وزارة العمل,Ministry of Labour,124,,,من الحكومة الى الأفراد(G2C),,خدمة تتيح للمواطنين أو المقيمين الحصول على موافقة مبدئية لاستخراج تصريح عمل بديل بعد مغادرة عامل وافد.,A service that allows citizens or residents to obtain preliminary approval for issuing a replacement work permit after the departure of an expatriate worker.,,,البطاقة المدنية ; جواز السفر ; نسخة من تصريح العمل السابق ; إثبات مغادرة العامل الوافد ; خطاب طلب الموافقة المبدئية من صاحب العمل,Civil ID ; Passport ; Copy of the previous work permit ; Proof of the expatriate worker’s departure ; Employer’s request letter for preliminary approval,تقديم: 3 ر.ع · إلغاء: 1 ر.ع · دفع: 2 ر.ع · إعادة ارسال: 2 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
100415,الموافقة المبدئية لتصريح العمل لبدل المغادر - تجاري,Preliminary Approval for Work Permit Replacement (Commercial),وزارة العمل,Ministry of Labour,124,,,من الحكومة إلى قطاع الأعمال(G2B),,خدمة تتيح للمنشآت التجارية الحصول على موافقة مبدئية من وزارة العمل لاستخراج تصريح عمل بديل لمغادر أو مقيم يعمل لديها.,This service allows commercial establishments to obtain preliminary approval from the Ministry of Labour to issue a replacement work permit for an employee who has departed or is residing in Oman.,,,البطاقة المدنية للموظف المُستبدل ; جواز سفر الموظف المُستبدل ; رخصة مزاولة النشاط التجاري للمنشأة ; شهادة إخلاء طرف أو إثبات انتهاء علاقة العمل مع الموظف السابق,Civil ID of the replacement employee ; Passport of the replacement employee ; Commercial activity license of the establishment ; Release letter or proof of termination of employment with the previous employee,تقديم: 3 ر.ع · إلغاء: 1 ر.ع · دفع: 2 ر.ع · إعادة ارسال: 2 ر.ع,,الكتروني,,,,,بوابة سند للخدمات الإلكترونية,,+968 80077000,www.sanad.om,,,,,https://www.sanad.om/smartformsOnline/PublicSite/Home/SanadServicePriceList
